GENESIS-Tabelle: 21211-0104
Ausbildungsverträge: Bundesländer, Jahre, Nationalität, Geschlecht, Ausbildungsbereich;;;;;;;;;;;;;;;;;;;
Berufsbildungsstatistik;;;;;;;;;;;;;;;;;;;
Neu abgeschlossene Ausbildungsverträge (Anzahl);;;;;;;;;;;;;;;;;;;
;;;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
2022;Industrie und Handel;Deutsche;Insgesamt;33843;40590;7077;5430;2787;6468;17457;4068;23673;56910;11292;2946;10848;5547;7842;5484
2022;Industrie und Handel;Ausländer;männlich;3237;4014;699;231;255;525;1416;357;1452;3228;750;168;522;396;405;411
2022;Industrie und Handel;Ausländer;weiblich;1740;2316;411;123;117;279;759;231;708;1581;417;75;279;159;210;195
2022;Industrie und Handel;Ausländer;Insgesamt;4977;6330;1110;354;372;804;2175;588;2160;4809;1167;243;801;555;615;606
2022;Industrie und Handel;Insgesamt;männlich;25416;29799;5376;3858;2070;4710;12951;2871;16566;41223;8142;2058;7650;4113;5301;4008
2022;Industrie und Handel;Insgesamt;weiblich;13404;17121;2811;1926;1089;2562;6684;1785;9270;20496;4317;1131;4002;1989;3156;2082
2022;Industrie und Handel;Insgesamt;Insgesamt;38820;46920;8187;5784;3159;7272;19635;4656;25833;61719;12459;3189;11649;6102;8457;6093
2022;Handwerk;Deutsche;männlich;11403;15705;2343;2157;600;1308;5682;1554;10458;19737;4857;1182;3948;1959;3921;1998
2022;Handwerk;Deutsche;weiblich;3018;4128;570;465;177;339;1302;357;2478;4134;1173;261;1074;453;948;459
2022;Handwerk;Deutsche;Insgesamt;14418;19836;2913;2619;774;1647;6987;1911;12939;23871;6030;1443;5022;2412;4869;2457
2022;Handwerk;Ausländer;männlich;2487;2811;333;135;237;432;1044;54;1527;3384;825;240;162;111;480;138
2022;Handwerk;Ausländer;weiblich;513;678;66;21;54;90;159;9;276;564;147;30;45;27;99;42
2022;Handwerk;Ausländer;Insgesamt;3000;3489;396;156;291;522;1203;63;1800;3948;972;270;207;138;579;180
2022;Handwerk;Insgesamt;männlich;13890;18516;2673;2292;837;1737;6726;1608;11985;23121;5679;1422;4110;2070;4401;2136
2022;Handwerk;Insgesamt;weiblich;3528;4806;636;486;228;429;1461;363;2754;4695;1320;291;1119;480;1047;501
2022;Handwerk;Insgesamt;Insgesamt;17418;23322;3309;2775;1065;2169;8187;1971;14739;27819;7002;1713;5229;2553;5448;2640
2022;Landwirtschaft;Deutsche;männlich;954;1431;150;321;39;96;465;357;1416;1842;417;84;555;333;510;297
2022;Landwirtschaft;Deutsche;weiblich;432;576;63;120;12;30;180;135;561;483;171;30;240;84;240;105
2022;Landwirtschaft;Deutsche;Insgesamt;1386;2007;213;441;54;126;645;495;1977;2325;588;114;795;417;750;402
2022;Landwirtschaft;Ausländer;männlich;36;33;3;6;0;0;12;6;36;69;6;0;3;6;18;3
2022;Landwirtschaft;Ausländer;weiblich;9;12;0;3;-;-;3;3;9;18;6;3;3;3;3;0
2022;Landwirtschaft;Ausländer;Insgesamt;45;45;3;12;0;0;15;6;48;90;12;3;6;6;21;3
2022;Landwirtschaft;Insgesamt;männlich;990;1464;153;330;42;96;477;363;1452;1914;423;87;558;339;525;300
2022;Landwirtschaft;Insgesamt;weiblich;441;588;63;123;12;30;183;138;573;501;177;33;240;87;243;105
2022;Landwirtschaft;Insgesamt;Insgesamt;1431;2052;216;453;54;126;660;501;2025;2415;597;117;801;423;771;405
2022;Öffentlicher Dienst;Deutsche;männlich;510;666;276;174;36;60;351;138;657;1110;270;57;231;192;216;126
2022;Öffentlicher Dienst;Deutsche;weiblich;1383;1149;426;279;123;102;693;195;768;1695;372;81;348;210;324;195
2022;Öffentlicher Dienst;Deutsche;Insgesamt;1893;1812;702;450;159;159;1041;333;1425;2805;639;138;579;402;537;321
2022;Öffentlicher Dienst;Ausländer;männlich;27;21;9;0;3;3;6;3;15;30;3;0;0;3;0;0
2022;Öffentlicher Dienst;Ausländer;weiblich;57;36;15;3;3;3;12;6;12;54;12;0;3;0;0;0
2022;Öffentlicher Dienst;Ausländer;Insgesamt;84;57;24;6;6;6;18;9;27;84;15;0;3;3;0;0
2022;Öffentlicher Dienst;Insgesamt;männlich;537;684;285;174;39;60;357;141;672;1140;270;57;231;195;216;126
2022;Öffentlicher Dienst;Insgesamt;weiblich;1440;1185;441;282;126;105;702;201;777;1752;384;81;351;210;324;195
2022;Öffentlicher Dienst;Insgesamt;Insgesamt;1977;1869;729;456;165;165;1059;342;1452;2892;654;138;582;405;537;321
2022;Freie Berufe;Deutsche;männlich;297;546;195;66;48;93;279;84;447;936;153;36;129;84;189;57
2022;Freie Berufe;Deutsche;weiblich;4443;6003;1128;501;414;753;1998;351;3453;7764;1578;381;717;393;1347;378
2022;Freie Berufe;Deutsche;Insgesamt;4740;6549;1323;567;462;846;2280;432;3900;8700;1731;417;846;477;1536;435
2022;Freie Berufe;Ausländer;männlich;105;138;81;6;6;33;60;6;72;159;21;9;15;6;18;6
2022;Freie Berufe;Ausländer;weiblich;1365;1905;387;63;57;291;699;27;894;1902;363;102;72;69;234;45
2022;Freie Berufe;Ausländer;Insgesamt;1470;2043;465;69;63;324;756;30;966;2061;384;111;84;78;252;51
2022;Freie Berufe;Insgesamt;männlich;402;684;273;72;54;126;339;87;516;1098;174;42;141;90;210;63
2022;Freie Berufe;Insgesamt;weiblich;5808;7908;1515;564;471;1044;2697;375;4347;9663;1941;483;789;462;1578;423
2022;Freie Berufe;Insgesamt;Insgesamt;6210;8592;1788;636;525;1170;3036;465;4866;10761;2112;525;930;552;1788;486
2022;Hauswirtschaft;Deutsche;männlich;27;21;9;3;6;0;-;9;30;48;12;3;12;12;-;15
2022;Hauswirtschaft;Deutsche;weiblich;162;141;15;45;30;6;-;27;153;192;60;24;81;39;-;69
2022;Hauswirtschaft;Deutsche;Insgesamt;189;159;24;48;36;6;-;36;183;240;72;30;93;51;-;84
2022;Hauswirtschaft;Ausländer;männlich;6;0;0;0;0;0;-;-;3;6;0;-;0;-;-;0
2022;Hauswirtschaft;Ausländer;weiblich;21;6;3;0;3;0;-;-;9;21;3;-;-;0;-;0
2022;Hauswirtschaft;Ausländer;Insgesamt;27;6;3;0;3;0;-;-;9;27;3;-;0;0;-;0
2022;Hauswirtschaft;Insgesamt;männlich;33;21;9;6;6;0;-;9;33;54;12;3;12;12;-;15
2022;Hauswirtschaft;Insgesamt;weiblich;183;147;18;45;30;6;-;27;162;213;63;24;81;42;-;72
2022;Hauswirtschaft;Insgesamt;Insgesamt;216;168;27;51;39;6;-;36;192;267;75;30;93;54;-;87
2022;Insgesamt;Deutsche;männlich;35370;44151;7647;6348;2544;5742;18312;4656;28122;61668;13095;3255;12000;6300;9732;6090
2022;Insgesamt;Deutsche;weiblich;21102;26802;4605;3210;1728;3513;10098;2616;15975;33183;7254;1833;6183;3009;5802;3096
2022;Insgesamt;Deutsche;Insgesamt;56472;70953;12252;9558;4272;9255;28410;7272;44097;94851;20349;5088;18183;9309;15534;9186
2022;Insgesamt;Ausländer;männlich;5901;7017;1122;381;501;990;2538;423;3102;6879;1602;417;702;522;921;561
2022;Insgesamt;Ausländer;weiblich;3705;4953;879;216;234;663;1629;273;1908;4137;945;210;402;261;546;282
2022;Insgesamt;Ausländer;Insgesamt;9603;11970;2001;597;735;1656;4167;699;5010;11019;2550;627;1101;783;1467;843
2022;Insgesamt;Insgesamt;männlich;41271;51168;8769;6729;3048;6732;20850;5082;31224;68547;14700;3669;12702;6819;10653;6648
2022;Insgesamt;Insgesamt;weiblich;24807;31755;5484;3426;1962;4176;11727;2889;17883;37323;8199;2043;6582;3270;6348;3378
2022;Insgesamt;Insgesamt;Insgesamt;66075;82923;14256;10155;5007;10908;32577;7971;49107;105870;22899;5715;19284;10089;17001;10029
